1	3
10	2
100	2
101	3
102	2
103	1
104	1
105	3
106	2
107	1
108	3
109	2
11	1
110	2
111	2
112	3
113	3
114	2
115	1
116	3
117	2
118	3
119	3
12	3
120	1
121	2
122	3
123	2
124	1
125	1
126	1
127	3
128	1
129	3
13	2
130	3
131	2
132	2
133	2
134	3
135	2
136	2
137	2
138	2
139	3
14	3
140	2
141	1
142	3
143	1
144	1
145	3
146	2
147	3
148	2
149	1
15	3
150	1
16	3
17	1
18	2
19	3
2	1
20	1
21	3
22	2
23	1
24	2
25	2
26	3
27	3
28	2
29	3
3	3
30	2
31	2
32	2
33	1
34	2
35	1
36	2
37	2
38	2
39	1
4	3
40	3
41	2
42	2
43	3
44	3
45	2
46	3
47	2
48	3
49	1
5	3
50	3
51	2
52	3
53	2
54	2
55	2
56	2
57	3
58	1
59	1
6	3
60	1
61	3
62	1
63	3
64	1
65	3
66	2
67	1
68	2
69	1
7	1
70	2
71	3
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	3
8	1
80	1
81	2
82	2
83	3
84	3
85	1
86	3
87	2
88	1
89	2
9	2
90	3
91	2
92	3
93	1
94	2
95	3
96	2
97	1
98	1
99	1
