1	1
10	1
100	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
11	1
110	1
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
12	1
120	1
121	1
122	1
123	1
124	1
125	1
126	1
127	1
128	1
129	1
13	1
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	1
138	1
139	1
14	1
140	1
141	1
142	1
143	1
144	1
145	1
146	1
147	1
148	1
149	1
15	1
150	1
151	1
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	1
16	1
160	1
161	1
162	1
163	1
164	1
165	1
166	1
167	1
168	1
169	1
17	1
170	1
171	1
172	1
173	1
174	1
175	1
176	1
177	1
178	1
179	1
18	1
180	1
181	1
182	1
183	1
184	1
185	1
186	1
187	1
188	1
189	1
19	1
190	1
191	1
192	1
193	1
194	1
195	1
196	1
197	1
198	1
199	1
2	1
20	1
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
21	1
210	1
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	1
22	1
220	1
221	1
222	1
223	1
224	1
225	1
226	1
227	1
228	1
229	1
23	1
230	1
231	1
232	1
233	1
234	1
235	1
236	1
237	1
238	1
239	1
24	1
240	1
241	1
242	1
243	1
244	1
245	1
246	1
247	1
248	1
249	1
25	1
250	1
251	1
252	1
253	1
254	1
255	1
256	1
257	1
258	1
259	1
26	1
260	1
261	1
262	1
263	2
264	2
265	1
266	1
267	1
268	1
269	1
27	1
270	1
271	1
272	1
273	1
274	1
275	1
276	1
277	1
278	1
279	1
28	1
280	1
281	1
282	1
283	1
284	1
285	1
286	1
287	1
288	1
289	1
29	1
290	1
291	1
292	1
293	1
294	1
295	1
296	1
297	1
298	1
299	1
3	1
30	1
300	1
301	1
302	1
303	1
304	1
305	1
306	1
307	1
308	1
309	1
31	1
310	1
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
32	1
320	1
321	1
322	1
323	1
324	1
325	1
326	1
327	1
328	1
329	1
33	1
330	1
331	1
332	1
333	1
334	1
335	1
336	1
337	1
338	1
339	1
34	1
340	1
341	1
342	1
343	1
344	1
345	1
346	1
347	1
348	2
349	1
35	1
350	2
351	2
352	1
353	1
354	1
355	1
356	2
357	2
358	2
359	2
36	1
360	2
361	2
362	2
363	2
364	2
365	2
366	1
367	2
368	2
369	2
37	1
370	2
371	2
372	1
373	2
374	2
375	2
376	1
377	1
378	2
379	2
38	1
380	2
381	1
382	2
383	1
384	2
385	1
386	2
387	2
388	2
389	2
39	1
390	1
391	1
392	2
393	2
394	1
395	1
396	2
397	1
398	1
399	2
4	1
40	1
400	1
401	1
402	1
403	1
404	1
405	1
406	1
407	1
408	2
409	1
41	1
410	1
411	2
412	2
413	1
414	1
415	1
416	1
417	1
418	1
419	1
42	1
420	1
421	1
422	1
423	1
424	1
425	2
426	1
427	2
428	2
429	2
43	1
430	1
431	1
432	1
433	2
434	2
435	2
436	2
437	2
438	2
439	2
44	1
440	2
441	2
442	2
443	1
444	1
445	2
446	2
447	2
448	1
449	2
45	1
450	2
451	1
452	1
453	1
454	1
455	1
456	2
457	2
458	2
459	1
46	1
460	1
461	1
462	1
463	1
464	2
465	2
466	1
467	1
468	2
469	2
47	1
470	2
471	2
472	2
473	2
474	1
475	1
476	1
477	1
478	1
479	1
48	1
480	1
481	2
482	2
483	1
484	2
485	2
486	2
487	2
488	2
489	2
49	1
490	2
491	2
492	2
493	1
494	1
495	1
496	1
497	1
498	1
499	1
5	1
50	1
500	1
501	2
502	1
503	2
504	2
505	1
506	2
507	2
508	2
509	2
51	1
510	1
511	2
512	1
513	2
514	2
515	2
516	2
517	2
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
6	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
7	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
8	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
9	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
